tweet,token,InSet
kalo vaksin bandara cuman dapet dosis setahuku ketersediaannya ga banyak tp coba aja sih barangkali kondisi balikpapan beda sm jawa,"['kalo', 'vaksin', 'bandara', 'cuman', 'dapet', 'dosis', 'setahuku', 'ketersediaannya', 'ga', 'banyak', 'tp', 'coba', 'aja', 'sih', 'barangkali', 'kondisi', 'balikpapan', 'beda', 'sm', 'jawa']",pos
nyandi kudu vaksin,"['nyandi', 'kudu', 'vaksin']",pos
vaksin pertama,"['vaksin', 'pertama']",neg
enggak sakit sih pas suntik yg bikin susah kipi nya aku malem abis vaksin demam pusing sama lengan yg disuntik sakit banget sampe gak tidur sekarang alhamdulillah mendingan pusing dikit,"['enggak', 'sakit', 'sih', 'pas', 'suntik', 'yg', 'bikin', 'susah', 'kipi', 'nya', 'aku', 'malem', 'abis', 'vaksin', 'demam', 'pusing', 'sama', 'lengan', 'yg', 'disuntik', 'sakit', 'banget', 'sampe', 'gak', 'tidur', 'sekarang', 'alhamdulillah', 'mendingan', 'pusing', 'dikit']",neg
pulang kerja tidur cepet besok gas colomadu buat vaksin besok pagi bangunin,"['pulang', 'kerja', 'tidur', 'cepet', 'besok', 'gas', 'colomadu', 'buat', 'vaksin', 'besok', 'pagi', 'bangunin']",neg
lha gubernurmu lak meh gawe gelang bukti vaksin to nder wkwkwk,"['lha', 'gubernurmu', 'lak', 'meh', 'gawe', 'gelang', 'bukti', 'vaksin', 'to', 'nder', 'wkwkwk']",neg
abis vaksin jon wkwkw,"['abis', 'vaksin', 'jon', 'wkwkw']",neg
done ncovid ncovid tahap puskesmas manahan,"['done', 'ncovid', 'ncovid', 'tahap', 'puskesmas', 'manahan']",neg
min kok vaksin imunisasi bayi dpt disemua puskesmas bidan desa kok kosong,"['min', 'kok', 'vaksin', 'imunisasi', 'bayi', 'dpt', 'disemua', 'puskesmas', 'bidan', 'desa', 'kok', 'kosong']",neg
vaksin jgn lupa,"['vaksin', 'jgn', 'lupa']",neg
aku kelingan ndue mbak sepupu dokter ditakoni wes vaksin rung tak jawab wis nggo sinofakk le nyauri malah vaksin kok nggo sinofak biarang penting iso numpak pesawat mbak jawabku ngono,"['aku', 'kelingan', 'ndue', 'mbak', 'sepupu', 'dokter', 'ditakoni', 'wes', 'vaksin', 'rung', 'tak', 'jawab', 'wis', 'nggo', 'sinofakk', 'le', 'nyauri', 'malah', 'vaksin', 'kok', 'nggo', 'sinofak', 'biarang', 'penting', 'iso', 'numpak', 'pesawat', 'mbak', 'jawabku', 'ngono']",neg
siap vaksin lindungi diri lindungi negeri,"['siap', 'vaksin', 'lindungi', 'diri', 'lindungi', 'negeri']",neg
info vaksin wangon banyumas purwokerto ajibarang raya,"['info', 'vaksin', 'wangon', 'banyumas', 'purwokerto', 'ajibarang', 'raya']",neg
thanks ppkm sekarang orang berlomba pengen vaksin biar masuk mall,"['thanks', 'ppkm', 'sekarang', 'orang', 'berlomba', 'pengen', 'vaksin', 'biar', 'masuk', 'mall']",neg
dialog dr terawan dg komisi vii vaksin nusantara yg dipersulit uji klinis,"['dialog', 'dr', 'terawan', 'dg', 'komisi', 'vii', 'vaksin', 'nusantara', 'yg', 'dipersulit', 'uji', 'klinis']",neg
sungguh aneh klo negara mmpersulit vaksin karya anak bangsa sendiri,"['sungguh', 'aneh', 'klo', 'negara', 'mmpersulit', 'vaksin', 'karya', 'anak', 'bangsa', 'sendiri']",pos
meninjau vaksinasi kelompok rentan puskesmas ngoresan dosis diberikan masyarakat riwayat berbagai penyakit komorbid jangan takut vaksin aman halal check out gibran rakabuming s video,"['meninjau', 'vaksinasi', 'kelompok', 'rentan', 'puskesmas', 'ngoresan', 'dosis', 'diberikan', 'masyarakat', 'riwayat', 'berbagai', 'penyakit', 'komorbid', 'jangan', 'takut', 'vaksin', 'aman', 'halal', 'check', 'out', 'gibran', 'rakabuming', 's', 'video']",neg
seseneng dapet surat layak vaksin naik kereta yeay,"['seseneng', 'dapet', 'surat', 'layak', 'vaksin', 'naik', 'kereta', 'yeay']",neg
ibu hamil dipersulit buat vaksin sih aja halangannya,"['ibu', 'hamil', 'dipersulit', 'buat', 'vaksin', 'sih', 'aja', 'halangannya']",neg
pulang kerja sempet tidur dah surih nganterin vaksin,"['pulang', 'kerja', 'sempet', 'tidur', 'dah', 'surih', 'nganterin', 'vaksin']",neg
jurgen klopp udah vaksin kedua,"['jurgen', 'klopp', 'udah', 'vaksin', 'kedua']",neg
artinya bisnis vaksin impor jalan terus,"['artinya', 'bisnis', 'vaksin', 'impor', 'jalan', 'terus']",neg
mohon maaf min bertanya seputar pcr repid antigen vaksin dosis pcr repid antigen disetertakan kedua duanya memilih pcr rapid antigen min terimakasih min,"['mohon', 'maaf', 'min', 'bertanya', 'seputar', 'pcr', 'repid', 'antigen', 'vaksin', 'dosis', 'pcr', 'repid', 'antigen', 'disetertakan', 'kedua', 'duanya', 'memilih', 'pcr', 'rapid', 'antigen', 'min', 'terimakasih', 'min']",pos
min mohon maaf mau bertanya vaksin dosis daerah jawa apa menyertakan pcr min minta pencerahannya min terima kasih sesudahnya,"['min', 'mohon', 'maaf', 'mau', 'bertanya', 'vaksin', 'dosis', 'daerah', 'jawa', 'apa', 'menyertakan', 'pcr', 'min', 'minta', 'pencerahannya', 'min', 'terima', 'kasih', 'sesudahnya']",pos
vaksin nusantara yg hebat karya anak bangsa tdk direspon dg baik penghianat bangsa yg sesungguhnya antek komunis,"['vaksin', 'nusantara', 'yg', 'hebat', 'karya', 'anak', 'bangsa', 'tdk', 'direspon', 'dg', 'baik', 'penghianat', 'bangsa', 'yg', 'sesungguhnya', 'antek', 'komunis']",pos
gelem vaksin gawene wedag wkwkw,"['gelem', 'vaksin', 'gawene', 'wedag', 'wkwkw']",pos
lol biyaya lockdown justru nya biaya ppkm tong lu kira ppkm gak makan biaya psbb gak makan biaya justru kalo alesan biaya napa majority vaksin indonesia pake sinovac az cuma harganya belom lisensi nyatanya pake sinovac paling banyak alesan aja,"['lol', 'biyaya', 'lockdown', 'justru', 'nya', 'biaya', 'ppkm', 'tong', 'lu', 'kira', 'ppkm', 'gak', 'makan', 'biaya', 'psbb', 'gak', 'makan', 'biaya', 'justru', 'kalo', 'alesan', 'biaya', 'napa', 'majority', 'vaksin', 'indonesia', 'pake', 'sinovac', 'az', 'cuma', 'harganya', 'belom', 'lisensi', 'nyatanya', 'pake', 'sinovac', 'paling', 'banyak', 'alesan', 'aja']",neg
eo sangat dibutuhkan alur penyuntikan vaksin deh pak,"['eo', 'sangat', 'dibutuhkan', 'alur', 'penyuntikan', 'vaksin', 'deh', 'pak']",neg
yey vaksin,"['yey', 'vaksin']",neg
memang mantap sekali habis vaksin langsung lembur,"['memang', 'mantap', 'sekali', 'habis', 'vaksin', 'langsung', 'lembur']",neg
kalo hamil gimana dong min masa vaksin,"['kalo', 'hamil', 'gimana', 'dong', 'min', 'masa', 'vaksin']",pos
mhn maaf min minta info vaksin buat ibu menyusui nyari yg menyelenggarakan,"['mhn', 'maaf', 'min', 'minta', 'info', 'vaksin', 'buat', 'ibu', 'menyusui', 'nyari', 'yg', 'menyelenggarakan']",neg
efek vaksin herpes,"['efek', 'vaksin', 'herpes']",neg
baru bulan lebih minggu sembuh dr gejala covid mas kmaren vaksin moderna ga gejala yg mengganggu aktifitas,"['baru', 'bulan', 'lebih', 'minggu', 'sembuh', 'dr', 'gejala', 'covid', 'mas', 'kmaren', 'vaksin', 'moderna', 'ga', 'gejala', 'yg', 'mengganggu', 'aktifitas']",pos
film pendek vaksin palsu tayang youtube burhan family bisnis,"['film', 'pendek', 'vaksin', 'palsu', 'tayang', 'youtube', 'burhan', 'family', 'bisnis']",pos
parkiran pasar klewer wes membludak ekonomi mulai jalan ppkm monggo pak longgar ka masyarakat taat maskeran vaksin ditingkatkan,"['parkiran', 'pasar', 'klewer', 'wes', 'membludak', 'ekonomi', 'mulai', 'jalan', 'ppkm', 'monggo', 'pak', 'longgar', 'ka', 'masyarakat', 'taat', 'maskeran', 'vaksin', 'ditingkatkan']",pos
nganter momi vaksin cok jane aku yo mls,"['nganter', 'momi', 'vaksin', 'cok', 'jane', 'aku', 'yo', 'mls']",pos
efek vaksin,"['efek', 'vaksin']",neg
klo pelayanan vaksin nusantara dmn dok,"['klo', 'pelayanan', 'vaksin', 'nusantara', 'dmn', 'dok']",pos
ujung nya berlindung dibalik taat prokes udah vaksin gapaham lg yg modelan kaya gitu,"['ujung', 'nya', 'berlindung', 'dibalik', 'taat', 'prokes', 'udah', 'vaksin', 'gapaham', 'lg', 'yg', 'modelan', 'kaya', 'gitu']",pos
info vaksin gratis wilayah sragen,"['info', 'vaksin', 'gratis', 'wilayah', 'sragen']",neg
vaksin mulai pusing,"['vaksin', 'mulai', 'pusing']",pos
ngga tau pernah vaksin,"['ngga', 'tau', 'pernah', 'vaksin']",neg
melangkah vaksin,"['melangkah', 'vaksin']",neg
emang ampuh bener vaksin moderna bikin orang ngk kuat ngapa in sangking bikin ngilunya,"['emang', 'ampuh', 'bener', 'vaksin', 'moderna', 'bikin', 'orang', 'ngk', 'kuat', 'ngapa', 'in', 'sangking', 'bikin', 'ngilunya']",neg
lucu papaku super takut sm yg berbau dokter pas mau divaksin kayak udah stress duluan ditensi sampe dokter tenang pak gapapa bapak takut sok coolnya muncul blg engga h tp tangan keringet dingin hahahaha tp akhirnya vaksin krn uda normal wkwk,"['lucu', 'papaku', 'super', 'takut', 'sm', 'yg', 'berbau', 'dokter', 'pas', 'mau', 'divaksin', 'kayak', 'udah', 'stress', 'duluan', 'ditensi', 'sampe', 'dokter', 'tenang', 'pak', 'gapapa', 'bapak', 'takut', 'sok', 'coolnya', 'muncul', 'blg', 'engga', 'h', 'tp', 'tangan', 'keringet', 'dingin', 'hahahaha', 'tp', 'akhirnya', 'vaksin', 'krn', 'uda', 'normal', 'wkwk']",pos
nyokap tp yg gmpg kepikiran jd ngaruh banget semingguan kayak trying to make her hepi apalah gitu ngapain w bantu cek tensi jg tiap hari sampe akhirnya udah normal puji tuhan baru deh tenang mau vaksin puji tuhan sehat lancar,"['nyokap', 'tp', 'yg', 'gmpg', 'kepikiran', 'jd', 'ngaruh', 'banget', 'semingguan', 'kayak', 'trying', 'to', 'make', 'her', 'hepi', 'apalah', 'gitu', 'ngapain', 'w', 'bantu', 'cek', 'tensi', 'jg', 'tiap', 'hari', 'sampe', 'akhirnya', 'udah', 'normal', 'puji', 'tuhan', 'baru', 'deh', 'tenang', 'mau', 'vaksin', 'puji', 'tuhan', 'sehat', 'lancar']",pos
case sm ky mamiku kmrn sampe endingnya w beli tensimeter nyokap cekup internis minta saran blh vaksin ga krn emg ad komorbid kata dokternya tp kondisi mm tensi super tinggi sampe gilak emg,"['case', 'sm', 'ky', 'mamiku', 'kmrn', 'sampe', 'endingnya', 'w', 'beli', 'tensimeter', 'nyokap', 'cekup', 'internis', 'minta', 'saran', 'blh', 'vaksin', 'ga', 'krn', 'emg', 'ad', 'komorbid', 'kata', 'dokternya', 'tp', 'kondisi', 'mm', 'tensi', 'super', 'tinggi', 'sampe', 'gilak', 'emg']",pos
pelajaran nih sblm vaksin siapin kondisi bener jgn maksa klo riwayat hipertensi obatnya diminum yg rutin maintain terus tensinya better punya alat tensi dirumah jangan stress kurangi triggernya,"['pelajaran', 'nih', 'sblm', 'vaksin', 'siapin', 'kondisi', 'bener', 'jgn', 'maksa', 'klo', 'riwayat', 'hipertensi', 'obatnya', 'diminum', 'yg', 'rutin', 'maintain', 'terus', 'tensinya', 'better', 'punya', 'alat', 'tensi', 'dirumah', 'jangan', 'stress', 'kurangi', 'triggernya']",neg
tinggal berangkat vaksin aja susah,"['tinggal', 'berangkat', 'vaksin', 'aja', 'susah']",neg
vaksin kiri pegel kanan,"['vaksin', 'kiri', 'pegel', 'kanan']",neg
oke efek vaksin kedua lebih njarem lengan sama hawanya lapar lucu nyawang adik adik maba fk belajar bicara ruang observasi malu malu,"['oke', 'efek', 'vaksin', 'kedua', 'lebih', 'njarem', 'lengan', 'sama', 'hawanya', 'lapar', 'lucu', 'nyawang', 'adik', 'adik', 'maba', 'fk', 'belajar', 'bicara', 'ruang', 'observasi', 'malu', 'malu']",neg
vaksin done,"['vaksin', 'done']",neg
fungsi sertifikat vaksin yg dicetak apa si,"['fungsi', 'sertifikat', 'vaksin', 'yg', 'dicetak', 'apa', 'si']",neg
silakan vaksin bareng,"['silakan', 'vaksin', 'bareng']",neg
doblang kon vaksin kae run moso wedi jarum sontek,"['doblang', 'kon', 'vaksin', 'kae', 'run', 'moso', 'wedi', 'jarum', 'sontek']",pos
gelora bung karno manahan,"['gelora', 'bung', 'karno', 'manahan']",neg
abis vaksin rasanya gimana gak gimana sumpah kcli dapet dokter nyuntik nya kayak nyuntik kebo,"['abis', 'vaksin', 'rasanya', 'gimana', 'gak', 'gimana', 'sumpah', 'kcli', 'dapet', 'dokter', 'nyuntik', 'nya', 'kayak', 'nyuntik', 'kebo']",neg
per agustus melakukan vaksin ibu hamil melalui puskesmas sesuai domisili bumil dosis dilakukan trimester kehamilan dosis disesuaikan interval vaksin digunakan simak video lengkapnya,"['per', 'agustus', 'melakukan', 'vaksin', 'ibu', 'hamil', 'melalui', 'puskesmas', 'sesuai', 'domisili', 'bumil', 'dosis', 'dilakukan', 'trimester', 'kehamilan', 'dosis', 'disesuaikan', 'interval', 'vaksin', 'digunakan', 'simak', 'video', 'lengkapnya']",neg
allhamdulilah lancar vaksin,"['allhamdulilah', 'lancar', 'vaksin']",neg
rasah vaksin,"['rasah', 'vaksin']",pos
bikin link pendaftaran vaksin niat ga sih heran deh gw,"['bikin', 'link', 'pendaftaran', 'vaksin', 'niat', 'ga', 'sih', 'heran', 'deh', 'gw']",neg
yoes nunggu vaksin seng semprot ngko nek wes enek tak japri,"['yoes', 'nunggu', 'vaksin', 'seng', 'semprot', 'ngko', 'nek', 'wes', 'enek', 'tak', 'japri']",pos
wingi wingi dtawani vaksin garek teko wegah kas saiki bingung golek vaksin,"['wingi', 'wingi', 'dtawani', 'vaksin', 'garek', 'teko', 'wegah', 'kas', 'saiki', 'bingung', 'golek', 'vaksin']",neg
protokol kesehatan pas piala menpora jalan pemain pelatih staf semua vaksin main swab semua orang area venue pakai masker penonton bus menggunakan bus bangku bus isi pemain,"['protokol', 'kesehatan', 'pas', 'piala', 'menpora', 'jalan', 'pemain', 'pelatih', 'staf', 'semua', 'vaksin', 'main', 'swab', 'semua', 'orang', 'area', 'venue', 'pakai', 'masker', 'penonton', 'bus', 'menggunakan', 'bus', 'bangku', 'bus', 'isi', 'pemain']",neg
lho yg jd masalah lagian kan skrg dudah e ktp gitu lho semua kan warga negara gak mungkin jg mo vaksin berulang ulang klo jatah blt yg tipu kadang keqi jg dg model kebijakan begini kan mengejar kekebalan imunitas katanya,"['lho', 'yg', 'jd', 'masalah', 'lagian', 'kan', 'skrg', 'dudah', 'e', 'ktp', 'gitu', 'lho', 'semua', 'kan', 'warga', 'negara', 'gak', 'mungkin', 'jg', 'mo', 'vaksin', 'berulang', 'ulang', 'klo', 'jatah', 'blt', 'yg', 'tipu', 'kadang', 'keqi', 'jg', 'dg', 'model', 'kebijakan', 'begini', 'kan', 'mengejar', 'kekebalan', 'imunitas', 'katanya']",neg
blm dpt giliran tiap kali reservasi penuh terus kuota pingin segera vaksin nih,"['blm', 'dpt', 'giliran', 'tiap', 'kali', 'reservasi', 'penuh', 'terus', 'kuota', 'pingin', 'segera', 'vaksin', 'nih']",neg
smua vaksin waktunya yg enggak,"['smua', 'vaksin', 'waktunya', 'yg', 'enggak']",pos
kiamat dekat jerinx sid bersedia disuntik vaksin corona,"['kiamat', 'dekat', 'jerinx', 'sid', 'bersedia', 'disuntik', 'vaksin', 'corona']",neg
pertama bagaimana punya dosis vaksin notabenenya vaksin kelola negara kedua gratis masyarakat kurang mampu bukannya gratis semua ketiga siapaaa,"['pertama', 'bagaimana', 'punya', 'dosis', 'vaksin', 'notabenenya', 'vaksin', 'kelola', 'negara', 'kedua', 'gratis', 'masyarakat', 'kurang', 'mampu', 'bukannya', 'gratis', 'semua', 'ketiga', 'siapaaa']",neg
selama punya identitas kia ktp warga solo silakan vaksin solo,"['selama', 'punya', 'identitas', 'kia', 'ktp', 'warga', 'solo', 'silakan', 'vaksin', 'solo']",neg
program begini knp mesti cuma dki sih pemimpin daerah koq gak dibantu yg butuh vaksin bukan rakyat dki,"['program', 'begini', 'knp', 'mesti', 'cuma', 'dki', 'sih', 'pemimpin', 'daerah', 'koq', 'gak', 'dibantu', 'yg', 'butuh', 'vaksin', 'bukan', 'rakyat', 'dki']",pos
vaksin nyuntik e koyo ngaduk glepung diublek ublek jarume sek ng njero kulit suog,"['vaksin', 'nyuntik', 'e', 'koyo', 'ngaduk', 'glepung', 'diublek', 'ublek', 'jarume', 'sek', 'ng', 'njero', 'kulit', 'suog']",neg
pake undangan vaksinn soale aku mau vaksin,"['pake', 'undangan', 'vaksinn', 'soale', 'aku', 'mau', 'vaksin']",neg
tdi aku vaksin cuma nunjukin undangan doangg,"['tdi', 'aku', 'vaksin', 'cuma', 'nunjukin', 'undangan', 'doangg']",pos
aku vaksin doangg,"['aku', 'vaksin', 'doangg']",neg
ayo dong yg udah vaksin naik krl,"['ayo', 'dong', 'yg', 'udah', 'vaksin', 'naik', 'krl']",pos
senin vaksin knp deg annya udh mulai dr skrg,"['senin', 'vaksin', 'knp', 'deg', 'annya', 'udh', 'mulai', 'dr', 'skrg']",pos
kayak vaksin dr ums kapan lalu post ig buat semua ktp pas hbs isi gform tyt cuma ktp surakarta malah diarahkan masuk grup tele panitia anak bem infonya ga jelas berubah dataku gimana hmm,"['kayak', 'vaksin', 'dr', 'ums', 'kapan', 'lalu', 'post', 'ig', 'buat', 'semua', 'ktp', 'pas', 'hbs', 'isi', 'gform', 'tyt', 'cuma', 'ktp', 'surakarta', 'malah', 'diarahkan', 'masuk', 'grup', 'tele', 'panitia', 'anak', 'bem', 'infonya', 'ga', 'jelas', 'berubah', 'dataku', 'gimana', 'hmm']",pos
vaksin covid dilakukan masif kebawah minimal kelurahan digerakkan tiap gitu ben ndang rampung,"['vaksin', 'covid', 'dilakukan', 'masif', 'kebawah', 'minimal', 'kelurahan', 'digerakkan', 'tiap', 'gitu', 'ben', 'ndang', 'rampung']",neg
hari ne aq vaksin hadew biyoh suntik,"['hari', 'ne', 'aq', 'vaksin', 'hadew', 'biyoh', 'suntik']",neg
ngurus pindah vaksin dosis kedua aja udah kek simulasi pindah ktp bgst lempar sana sini asw,"['ngurus', 'pindah', 'vaksin', 'dosis', 'kedua', 'aja', 'udah', 'kek', 'simulasi', 'pindah', 'ktp', 'bgst', 'lempar', 'sana', 'sini', 'asw']",neg
aku sinovac ga ngerasa efek apa vaksin kalo bapakku bbrp kluqrga tmenku dapetnya astrazeneca malem abis vaksin langsung demam tinggi seharian,"['aku', 'sinovac', 'ga', 'ngerasa', 'efek', 'apa', 'vaksin', 'kalo', 'bapakku', 'bbrp', 'kluqrga', 'tmenku', 'dapetnya', 'astrazeneca', 'malem', 'abis', 'vaksin', 'langsung', 'demam', 'tinggi', 'seharian']",neg
jujur pak tertarik mall kalau syarat apa vaksin mbok persediaan wilayah lihat apa ngk,"['jujur', 'pak', 'tertarik', 'mall', 'kalau', 'syarat', 'apa', 'vaksin', 'mbok', 'persediaan', 'wilayah', 'lihat', 'apa', 'ngk']",pos
hbs vaksin ngopi gak to,"['hbs', 'vaksin', 'ngopi', 'gak', 'to']",pos
mas ojol angkringan a koe ga vaksin po b wegah medeni og malah do loro a heleh mung mitos kui nek mitose bar vaksin ngaceng mesti koe sik dewe jingan og,"['mas', 'ojol', 'angkringan', 'a', 'koe', 'ga', 'vaksin', 'po', 'b', 'wegah', 'medeni', 'og', 'malah', 'do', 'loro', 'a', 'heleh', 'mung', 'mitos', 'kui', 'nek', 'mitose', 'bar', 'vaksin', 'ngaceng', 'mesti', 'koe', 'sik', 'dewe', 'jingan', 'og']",pos
sori salah yg tadi vaksinasi bukan vaksin,"['sori', 'salah', 'yg', 'tadi', 'vaksinasi', 'bukan', 'vaksin']",neg
mangkat vaksin malah tertolak kleru tanggal,"['mangkat', 'vaksin', 'malah', 'tertolak', 'kleru', 'tanggal']",neg
non domisili daftar kuota penuh terus sedang perjalanan membutuhkan sertifikat vaksin,"['non', 'domisili', 'daftar', 'kuota', 'penuh', 'terus', 'sedang', 'perjalanan', 'membutuhkan', 'sertifikat', 'vaksin']",neg
memanfaatkan mall ditutup selama ppkm menjadi lokasi vaksinasi warga solo diharapkan memberi kenyamanan penerima vaksin percepatan vaksinasi,"['memanfaatkan', 'mall', 'ditutup', 'selama', 'ppkm', 'menjadi', 'lokasi', 'vaksinasi', 'warga', 'solo', 'diharapkan', 'memberi', 'kenyamanan', 'penerima', 'vaksin', 'percepatan', 'vaksinasi']",neg
ngantri vaksin koyo ngantri tekaning jodoh,"['ngantri', 'vaksin', 'koyo', 'ngantri', 'tekaning', 'jodoh']",pos
efek pertama vaksin astra ndek kae meriang hari wkwk trus vaksin kedua belom nunggu sampe tgl agust,"['efek', 'pertama', 'vaksin', 'astra', 'ndek', 'kae', 'meriang', 'hari', 'wkwk', 'trus', 'vaksin', 'kedua', 'belom', 'nunggu', 'sampe', 'tgl', 'agust']",neg
alhamdullilah banget habis sidang langsung vaksin jadi bener bener hibernasi,"['alhamdullilah', 'banget', 'habis', 'sidang', 'langsung', 'vaksin', 'jadi', 'bener', 'bener', 'hibernasi']",neg
siapa yg bilang gak mau noh kota awal buka vaksin antrian bludak mayoritas yg cari info vaksin malah pekerja luar kota yg merantau soalnya ktp luar,"['siapa', 'yg', 'bilang', 'gak', 'mau', 'noh', 'kota', 'awal', 'buka', 'vaksin', 'antrian', 'bludak', 'mayoritas', 'yg', 'cari', 'info', 'vaksin', 'malah', 'pekerja', 'luar', 'kota', 'yg', 'merantau', 'soalnya', 'ktp', 'luar']",pos
vaksin efek ketiga efeknya ko gini,"['vaksin', 'efek', 'ketiga', 'efeknya', 'ko', 'gini']",neg
hahaha ceroboh bgt bisabisanya salah tgl vaksin terlewat untungnya ttp heuheu,"['hahaha', 'ceroboh', 'bgt', 'bisabisanya', 'salah', 'tgl', 'vaksin', 'terlewat', 'untungnya', 'ttp', 'heuheu']",pos
dapet vaksin az istri demam kakak sama adik ipar demam akunya enggak apa disuntik air gula,"['dapet', 'vaksin', 'az', 'istri', 'demam', 'kakak', 'sama', 'adik', 'ipar', 'demam', 'akunya', 'enggak', 'apa', 'disuntik', 'air', 'gula']",neg
menggenjot sasaran vaksinasi kelompok pemkot solo mengadakan layanan mobil vaksin keliling beroperasi sejak juni lokasi berbeda lebih warga pralansia lansia mengikuti program,"['menggenjot', 'sasaran', 'vaksinasi', 'kelompok', 'pemkot', 'solo', 'mengadakan', 'layanan', 'mobil', 'vaksin', 'keliling', 'beroperasi', 'sejak', 'juni', 'lokasi', 'berbeda', 'lebih', 'warga', 'pralansia', 'lansia', 'mengikuti', 'program']",neg
info vaksin colomadu karanganyar dongg,"['info', 'vaksin', 'colomadu', 'karanganyar', 'dongg']",neg
bener ga katanya vaksin suntikanya lebih sakit,"['bener', 'ga', 'katanya', 'vaksin', 'suntikanya', 'lebih', 'sakit']",neg
vaksin kedua melakukan donor darah selang berapa minggu,"['vaksin', 'kedua', 'melakukan', 'donor', 'darah', 'selang', 'berapa', 'minggu']",neg
